Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Weld ID
0.076,0.34,1.36,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,476.0,5.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-20,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/150ch2
0.076,0.34,1.36,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,476.0,5.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,40.0,47.0,13.0,0.0,0.0,Evans-AlTi-1994-5/150mic
0.079,0.39,1.37,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,446.0,5.0,47.0,250.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,437.0,538.0,25.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/250ht
0.079,0.39,1.37,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,446.0,5.0,47.0,250.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-56,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/250ch1
0.079,0.39,1.37,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,446.0,5.0,47.0,250.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-25,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/250ch2
0.079,0.39,1.37,0.005,0.011,-1,-1,-1,-1,-1,-1,-1,446.0,5.0,47.0,250.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,35.0,44.0,21.0,0.0,0.0,Evans-AlTi-1994-5/250mic
0.078,0.44,1.4,0.004,0.011,-1,-1,-1,-1,-1,-1,-1,436.0,5.0,44.0,420.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,469.0,545.0,24.4,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/420ht
0.078,0.44,1.4,0.004,0.011,-1,-1,-1,-1,-1,-1,-1,436.0,5.0,44.0,420.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-62,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/420ch1
0.078,0.44,1.4,0.004,0.011,-1,-1,-1,-1,-1,-1,-1,436.0,5.0,44.0,420.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-30,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/420ch2
0.078,0.44,1.4,0.004,0.011,-1,-1,-1,-1,-1,-1,-1,436.0,5.0,44.0,420.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,44.0,38.0,18.0,0.0,0.0,Evans-AlTi-1994-5/420mic
0.081,0.48,1.42,0.004,0.006,-1,-1,-1,-1,-1,-1,-1,444.0,4.0,46.0,660.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,466.0,551.0,26.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/660ht
0.081,0.48,1.42,0.004,0.006,-1,-1,-1,-1,-1,-1,-1,444.0,4.0,46.0,660.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-76,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/660ch1
0.081,0.48,1.42,0.004,0.006,-1,-1,-1,-1,-1,-1,-1,444.0,4.0,46.0,660.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-29,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-5/660ch2
0.081,0.48,1.42,0.004,0.006,-1,-1,-1,-1,-1,-1,-1,444.0,4.0,46.0,660.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,38.0,39.0,23.0,0.0,0.0,Evans-AlTi-1994-5/660mic
0.069,0.3,1.36,0.007,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,37.0,68.0,5.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,468.0,529.0,32.6,80.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/5ht
0.069,0.3,1.36,0.007,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,37.0,68.0,5.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-99,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/5ch1
0.069,0.3,1.36,0.007,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,37.0,68.0,5.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-72,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/5ch2
0.069,0.3,1.36,0.007,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,37.0,68.0,5.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,22.0,5.0,73.0,0.0,0.0,Evans-AlTi-1994-40/5mic
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,43.0,55.0,78.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,478.0,540.0,31.2,80.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/78ht
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,43.0,55.0,78.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-77,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/78ch1
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,43.0,55.0,78.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-55,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/78ch2
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,-1,-1,-1,-1,432.0,43.0,55.0,78.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,24.0,9.0,67.0,0.0,0.0,Evans-AlTi-1994-40/78mic
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,422.0,36.0,53.0,190.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,485.0,549.0,31.4,79.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/190ht
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,422.0,36.0,53.0,190.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-86,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/190ch1
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,422.0,36.0,53.0,190.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-58,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/190ch2
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,422.0,36.0,53.0,190.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,20.0,3.0,77.0,0.0,0.0,Evans-AlTi-1994-40/190mic
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,431.0,36.0,50.0,340.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,491.0,564.0,28.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/340ht
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,431.0,36.0,50.0,340.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-88,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/340ch1
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,431.0,36.0,50.0,340.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-63,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/340ch2
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,431.0,36.0,50.0,340.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,21.0,7.0,72.0,0.0,0.0,Evans-AlTi-1994-40/340mic
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,423.0,43.0,48.0,490.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,485.0,560.0,25.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/490ht
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,423.0,43.0,48.0,490.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-90,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/490ch1
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,423.0,43.0,48.0,490.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-55,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/490ch2
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,423.0,43.0,48.0,490.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,21.0,17.0,62.0,0.0,0.0,Evans-AlTi-1994-40/490mic
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,422.0,38.0,52.0,610.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,491.0,570.0,29.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/610ht
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,422.0,38.0,52.0,610.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-74,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/610ch1
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,422.0,38.0,52.0,610.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-38,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-40/610ch2
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,422.0,38.0,52.0,610.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,24.0,26.0,50.0,0.0,0.0,Evans-AlTi-1994-40/610mic
0.074,0.32,1.5,0.006,0.006,-1,-1,-1,-1,-1,-1,-1,375.0,99.0,89.0,8.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,484.0,547.0,29.4,79.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/8ht
0.074,0.32,1.5,0.006,0.006,-1,-1,-1,-1,-1,-1,-1,375.0,99.0,89.0,8.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-74,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/8ht
0.074,0.32,1.5,0.006,0.006,-1,-1,-1,-1,-1,-1,-1,375.0,99.0,89.0,8.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-52,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/8ht
0.074,0.27,1.41,0.007,0.006,-1,-1,-1,-1,-1,-1,-1,407.0,88.0,70.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,442.0,514.0,32.2,81.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/47ht
0.074,0.27,1.41,0.007,0.006,-1,-1,-1,-1,-1,-1,-1,407.0,88.0,70.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-57,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/47ht
0.074,0.27,1.41,0.007,0.006,-1,-1,-1,-1,-1,-1,-1,407.0,88.0,70.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-31,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/47ht
0.071,0.39,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,381.0,92.0,52.0,160.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,481.0,545.0,30.6,81.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/160ht
0.071,0.39,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,381.0,92.0,52.0,160.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-68,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/160ht
0.071,0.39,1.36,0.005,0.009,-1,-1,-1,-1,-1,-1,-1,381.0,92.0,52.0,160.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-56,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/160ht
0.069,0.45,1.36,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,374.0,63.0,44.0,280.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,474.0,540.0,28.0,80.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/280ht
0.069,0.45,1.36,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,374.0,63.0,44.0,280.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-68,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/280ht
0.069,0.45,1.36,0.005,0.008,-1,-1,-1,-1,-1,-1,-1,374.0,63.0,44.0,280.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-61,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/280ht
0.069,0.51,1.39,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,379.0,69.0,41.0,480.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,466.0,533.0,27.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/480ht
0.069,0.51,1.39,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,379.0,69.0,41.0,480.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-70,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/480ht
0.069,0.51,1.39,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,379.0,69.0,41.0,480.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-54,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/480ht
0.072,0.57,1.4,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,360.0,80.0,38.0,640.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,486.0,555.0,26.6,78.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/640ht
0.072,0.57,1.4,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,360.0,80.0,38.0,640.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-68,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/640ht
0.072,0.57,1.4,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,360.0,80.0,38.0,640.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-41,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-80/640ht
0.081,0.34,1.54,0.007,0.008,-1,-1,-1,-1,-1,-1,-1,312.0,180.0,80.0,3.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,502.0,555.0,26.6,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/3
0.081,0.34,1.54,0.007,0.008,-1,-1,-1,-1,-1,-1,-1,312.0,180.0,80.0,3.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-67,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/3ch1
0.081,0.34,1.54,0.007,0.008,-1,-1,-1,-1,-1,-1,-1,312.0,180.0,80.0,3.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-52,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/3ch2
0.081,0.34,1.54,0.007,0.008,-1,-1,-1,-1,-1,-1,-1,312.0,180.0,80.0,3.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,19.0,20.0,61.0,0.0,0.0,Evans-AlTi-1994-220/3mic
0.072,0.24,1.32,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,397.0,180.0,68.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,452.0,535.0,30.7,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/47
0.072,0.24,1.32,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,397.0,180.0,68.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-54,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/47ch1
0.072,0.24,1.32,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,397.0,180.0,68.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-35,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/47ch2
0.072,0.24,1.32,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,397.0,180.0,68.0,47.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,23.0,24.0,53.0,0.0,0.0,Evans-AlTi-1994-220/47mic
0.072,0.34,1.33,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,427.0,190.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,467.0,522.0,29.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/150
0.072,0.34,1.33,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,427.0,190.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-64,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/150ch1
0.072,0.34,1.33,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,427.0,190.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-52,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/150ch2
0.072,0.34,1.33,0.006,0.008,-1,-1,-1,-1,-1,-1,-1,427.0,190.0,57.0,150.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,18.0,15.0,67.0,0.0,0.0,Evans-AlTi-1994-220/150mic
0.074,0.41,1.36,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,418.0,260.0,49.0,320.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,514.0,570.0,23.6,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/320
0.074,0.41,1.36,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,418.0,260.0,49.0,320.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-63,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/320ch1
0.074,0.41,1.36,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,418.0,260.0,49.0,320.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-47,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/320ch2
0.074,0.41,1.36,0.005,0.005,-1,-1,-1,-1,-1,-1,-1,418.0,260.0,49.0,320.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,23.0,9.0,68.0,0.0,0.0,Evans-AlTi-1994-220/320ch2
0.066,0.46,1.41,0.004,0.009,-1,-1,-1,-1,-1,-1,-1,407.0,240.0,49.0,440.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,522.0,580.0,24.0,76.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/440
0.066,0.46,1.41,0.004,0.009,-1,-1,-1,-1,-1,-1,-1,407.0,240.0,49.0,440.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-68,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/440ch1
0.066,0.46,1.41,0.004,0.009,-1,-1,-1,-1,-1,-1,-1,407.0,240.0,49.0,440.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-42,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/440ch2
0.066,0.46,1.41,0.004,0.009,-1,-1,-1,-1,-1,-1,-1,407.0,240.0,49.0,440.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,19.0,12.0,69.0,0.0,0.0,Evans-AlTi-1994-220/440ch2
0.066,0.44,1.33,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,454.0,240.0,49.0,680.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,522.0,591.0,23.8,71.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/680
0.066,0.44,1.33,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,454.0,240.0,49.0,680.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-76,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/680ch1
0.066,0.44,1.33,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,454.0,240.0,49.0,680.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-42,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-220/680ch2
0.066,0.44,1.33,0.004,0.008,-1,-1,-1,-1,-1,-1,-1,454.0,240.0,49.0,680.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,18.0,18.0,64.0,0.0,0.0,Evans-AlTi-1994-220/680mic
0.069,0.43,1.49,0.004,0.005,-1,-1,-1,-1,-1,-1,-1,294.0,460.0,77.0,1.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,535.0,594.0,26.0,79.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-450/1
0.069,0.43,1.49,0.004,0.005,-1,-1,-1,-1,-1,-1,-1,294.0,460.0,77.0,1.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-78,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-450/1ch1
0.069,0.43,1.49,0.004,0.005,-1,-1,-1,-1,-1,-1,-1,294.0,460.0,77.0,1.0,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-60,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-AlTi-1994-450/1ch2
